variant_id,narrative
V1481,Create Purchase Order Item (handled by resource user_052) Vendor creates invoice (+13d) Record Goods Receipt (handled by resource user_107) (+14h) Record Invoice Receipt (handled by resource user_019) (+2h) Change Quantity (handled by resource user_109) (+7d) Vendor creates debit memo (+2d) Cancel Invoice Receipt (handled by resource user_013) (+17h) Remove Payment Block (handled by resource batch_02) (+10h) Clear Invoice (handled by resource user_197) (+12d) Clear Invoice (handled by resource user_002) (+35d) Rework observed: Clear Invoice was repeated (seen in 3 cases).
V1482,Create Purchase Order Item (handled by resource user_052) Change Quantity (handled by resource user_052) (+6d) Vendor creates invoice (+14d) Record Goods Receipt (handled by resource user_053) (+5d) Record Invoice Receipt (handled by resource user_006) (+12d) Clear Invoice (handled by resource user_002) (+54d) Cancel Invoice Receipt (handled by resource batch_01) (+136d)
V1483,Create Purchase Order Item (handled by resource user_257) Change Quantity (handled by resource user_052) (+13d) Vendor creates invoice (+3d) Record Invoice Receipt (handled by resource user_015) (+8h) Record Invoice Receipt (handled by resource user_015) (+3m) Record Goods Receipt (handled by resource user_104) (+3d) Remove Payment Block (handled by resource user_006) (+5h) Clear Invoice (handled by resource user_002) (+66d) Rework observed: Record Invoice Receipt was repeated (seen in 3 cases).
V1484,Create Purchase Order Item (handled by resource batch_07) Record Goods Receipt (handled by resource batch_07) Record Goods Receipt (handled by resource batch_07) Record Goods Receipt (handled by resource batch_07) Record Goods Receipt (handled by resource batch_07) Record Goods Receipt (handled by resource batch_07) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_07) (+1m) Record Service Entry Sheet Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1485,Create Purchase Order Item (handled by resource user_043) Vendor creates invoice (+48d) Vendor creates debit memo Change Quantity (handled by resource user_043) (+9h) Record Goods Receipt (handled by resource user_402) (+1h) Record Invoice Receipt (handled by resource user_019) (+19d) Cancel Invoice Receipt (handled by resource user_004) (+22d) Clear Invoice (handled by resource user_004) (+2m) Record Invoice Receipt (handled by resource user_004) (+1m) Clear Invoice (handled by resource user_002) (+34d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1486,Create Purchase Order Item (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_06) (+1m) Record Goods Receipt (handled by resource batch_06) Record Service Entry Sheet Record Service Entry Sheet Vendor creates invoice (+29d) Record Invoice Receipt (handled by resource user_012) (+48d) Clear Invoice (handled by resource user_002) (+22d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1487,Create Purchase Order Item (handled by resource user_075) Record Goods Receipt (handled by resource user_076) (+23d) Vendor creates invoice (+8h) Record Invoice Receipt (handled by resource user_015) (+8h) Cancel Goods Receipt (handled by resource user_076) (+6d) Record Goods Receipt (handled by resource user_076) (+5m) Clear Invoice (handled by resource user_002) (+63d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases).
V1488,Create Purchase Order Item (handled by resource user_064) Change Price (handled by resource user_063) (+3d) Change Quantity (handled by resource user_063) Receive Order Confirmation (handled by resource user_063) Vendor creates invoice (+13d) Record Goods Receipt (handled by resource user_030) (+11h) Record Invoice Receipt (handled by resource batch_00) (+1d) Clear Invoice (handled by resource user_002) (+62d)
V1489,Create Purchase Order Item (handled by resource user_524) Record Goods Receipt (handled by resource user_524) Record Goods Receipt (handled by resource user_524) Record Goods Receipt (handled by resource user_524) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Cancel Goods Receipt (handled by resource user_029) (+4d) Cancel Goods Receipt (handled by resource user_029) (+7d) Vendor creates invoice (+10h) Record Invoice Receipt (handled by resource user_015) (+104d) Clear Invoice (handled by resource user_002) (+3h) Rework observed: Cancel Goods Receipt was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1490,Create Purchase Order Item (handled by resource user_091) Vendor creates invoice (+23d) Record Goods Receipt (handled by resource user_031) (+4d) Change Delivery Indicator (handled by resource user_063) (+2d) Change Quantity (handled by resource user_091) (+5d) Record Invoice Receipt (handled by resource user_007) (+10d) Clear Invoice (handled by resource user_002) (+63d)
V1491,Create Purchase Order Item (handled by resource user_091) Vendor creates invoice (+21d) Record Goods Receipt (handled by resource user_031) (+3d) Change Quantity (handled by resource user_228) (+3d) Record Invoice Receipt (handled by resource user_007) (+9d) Remove Payment Block (handled by resource user_006) (+1d) Clear Invoice (handled by resource user_002) (+42d) Cancel Invoice Receipt (handled by resource batch_01) (+143d)
V1492,Create Purchase Order Item (handled by resource user_084) Change Quantity (handled by resource user_084) (+54d) Change Quantity (handled by resource user_084) (+1h) Record Goods Receipt (handled by resource batch_03) (+8h) Vendor creates invoice (+2h) Change Quantity (handled by resource user_084) (+7d) Vendor creates invoice (+12h) Record Goods Receipt (handled by resource batch_03) (+5h) Record Invoice Receipt (handled by resource user_006) (+3d) Record Invoice Receipt (handled by resource user_012) (+3d) Clear Invoice (handled by resource user_002) (+65d) Rework observed: Change Quantity was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1493,Create Purchase Order Item (handled by resource user_095) Change Price (handled by resource user_069) (+6d) Vendor creates invoice (+6d) Vendor creates debit memo Record Invoice Receipt (handled by resource user_004) (+15h) Record Goods Receipt (handled by resource user_096) (+6d) Cancel Invoice Receipt (handled by resource user_006) (+52d) Clear Invoice (handled by resource user_006) Record Invoice Receipt (handled by resource user_006) (+1m) Clear Invoice (handled by resource user_002) (+7d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1494,Create Purchase Order Item (handled by resource user_052) Change Quantity (handled by resource user_052) (+5d) Vendor creates invoice (+8d) Record Goods Receipt (handled by resource user_074) (+11h) Vendor creates invoice (+13h) Record Goods Receipt (handled by resource user_053) (+8h) Record Invoice Receipt (handled by resource user_004) (+7h) Record Invoice Receipt (handled by resource user_018) (+8d) Clear Invoice (handled by resource user_002) (+63d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1495,Create Purchase Order Item (handled by resource user_064) Change Approval for Purchase Order (handled by resource user_090) (+30m) Vendor creates invoice (+2d) Record Goods Receipt (handled by resource user_030) (+2d) Record Invoice Receipt (handled by resource user_007) (+23h) Change Approval for Purchase Order (handled by resource user_064) (+6d) Release Purchase Order (handled by resource user_064) (+23h) Change Approval for Purchase Order (handled by resource user_243) (+13m) Clear Invoice (handled by resource user_002) (+65d) Rework observed: Change Approval for Purchase Order was repeated (seen in 3 cases).
V1496,Create Purchase Order Item (handled by resource user_045) Vendor creates invoice (+4d) Record Invoice Receipt (handled by resource user_018) (+11d) Vendor creates invoice (+23d) Record Goods Receipt (handled by resource user_061) (+14h) Remove Payment Block (handled by resource user_006) (+3h) Clear Invoice (handled by resource user_005) (+7d) Record Invoice Receipt (handled by resource user_007) (+36d) Vendor creates debit memo (+14d) Remove Payment Block (handled by resource user_006) (+2d) Clear Invoice (handled by resource user_002) (+3d) Cancel Invoice Receipt (handled by resource user_013) (+20d) Clear Invoice (handled by resource user_002) (+8d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Remove Payment Block was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1497,Create Purchase Order Item (handled by resource user_089) Vendor creates invoice (+15d) Record Goods Receipt (handled by resource batch_03) (+18h) Record Invoice Receipt (handled by resource user_019) (+13d) Vendor creates invoice (+45d) Vendor creates debit memo Cancel Invoice Receipt (handled by resource user_001) (+6d) Record Invoice Receipt (handled by resource user_001) (+5m) Remove Payment Block (handled by resource user_006) (+4h) Clear Invoice (handled by resource user_002) (+7d) Clear Invoice (handled by resource user_002) (+49d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1498,Create Purchase Order Item (handled by resource user_200) Record Service Entry Sheet (+1m) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource user_200) Record Goods Receipt (handled by resource user_200) Vendor creates invoice (+2d) Record Invoice Receipt (handled by resource user_001) (+15d) Clear Invoice (handled by resource user_002) (+21d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1499,Create Purchase Order Item (handled by resource user_040) Vendor creates invoice (+2d) Record Goods Receipt (handled by resource user_029) (+1d) Record Invoice Receipt (handled by resource user_004) (+3d) Change Delivery Indicator (handled by resource user_036) (+5h) Vendor creates debit memo (+28d) Cancel Invoice Receipt (handled by resource user_007) (+3d) Remove Payment Block (handled by resource user_006) (+3h) Clear Invoice (handled by resource user_005) (+7d) Clear Invoice (handled by resource user_002) (+28d) Rework observed: Clear Invoice was repeated (seen in 3 cases).
V1500,Create Purchase Order Item (handled by resource user_178) Vendor creates invoice (+31d) Record Goods Receipt (handled by resource user_127) (+2d) Vendor creates debit memo (+6d) Record Invoice Receipt (handled by resource user_013) (+16d) Cancel Invoice Receipt (handled by resource user_013) (+15d) Remove Payment Block (handled by resource user_015) (+44m) Clear Invoice (handled by resource user_002) (+48d)
V1501,Create Purchase Order Item (handled by resource user_147) Vendor creates invoice (+8d) Record Goods Receipt (handled by resource user_130) (+10h) Vendor creates invoice (+12d) Vendor creates debit memo Record Invoice Receipt (handled by resource user_006) (+4d) Record Invoice Receipt (handled by resource user_006) (+2d) Cancel Invoice Receipt (handled by resource user_015) (+1h) Clear Invoice (handled by resource user_015) (+1m) Clear Invoice (handled by resource user_002) (+45d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1502,Vendor creates debit memo Vendor creates invoice Create Purchase Order Item (handled by resource user_194) (+72d) Record Goods Receipt (handled by resource user_194) Record Invoice Receipt (handled by resource user_015) (+43m) Cancel Invoice Receipt (handled by resource user_015) (+14d) Clear Invoice (handled by resource user_015) (+1m) Record Invoice Receipt (handled by resource user_015) (+9m) Remove Payment Block (handled by resource user_196) (+16h) Clear Invoice (handled by resource user_002) (+7d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1503,Create Purchase Order Item (handled by resource user_078) Change Quantity (handled by resource user_078) (+9d) Record Goods Receipt (handled by resource user_077) (+34d) Vendor creates invoice (+12h) Change Quantity (handled by resource user_078) (+3d) Record Invoice Receipt (handled by resource user_006) (+5d) Remove Payment Block (handled by resource user_006) (+5d) Clear Invoice (handled by resource user_002) (+55d) Rework observed: Change Quantity was repeated (seen in 3 cases).
V1504,Create Purchase Order Item (handled by resource user_140) Change Quantity (handled by resource user_140) (+3d) Change Price (handled by resource user_140) (+1d) Record Goods Receipt (handled by resource batch_05) (+17h)
V1505,Create Purchase Order Item (handled by resource user_057) Change Quantity (handled by resource user_057) (+1d) Record Goods Receipt (handled by resource user_313) (+12d) Vendor creates invoice (+5h) Record Invoice Receipt (handled by resource user_004) (+7d) Record Goods Receipt (handled by resource user_058) (+9d) Vendor creates invoice (+9h) Record Invoice Receipt (handled by resource user_020) (+15h) Clear Invoice (handled by resource user_002) (+69d) Clear Invoice (handled by resource user_002) (+35d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1506,Create Purchase Order Item (handled by resource user_040) Vendor creates invoice (+4d) Record Goods Receipt (handled by resource batch_02) (+18h) Record Invoice Receipt (handled by resource user_018) (+3d) Vendor creates invoice (+3d) Record Goods Receipt (handled by resource user_029) (+18h) Record Invoice Receipt (handled by resource batch_00) (+9d) Remove Payment Block (handled by resource user_006) (+42d) Clear Invoice (handled by resource user_002) (+7d) Record Invoice Receipt (handled by resource batch_01) (+124d) Cancel Invoice Receipt (handled by resource batch_01) (+36d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1507,Create Purchase Order Item (handled by resource user_148) Change Price (handled by resource user_148) (+7d) Change Price (handled by resource user_148) (+2m) Change Price (handled by resource user_148) (+6d) Record Goods Receipt (handled by resource user_168) (+27d) Vendor creates invoice (+9h) Record Invoice Receipt (handled by resource user_012) (+13d) Clear Invoice (handled by resource user_002) (+23d) Rework observed: Change Price was repeated (seen in 3 cases).
V1508,Create Purchase Order Item (handled by resource user_057) Vendor creates invoice (+13d) Record Goods Receipt (handled by resource user_058) (+17h) Record Invoice Receipt (handled by resource batch_00) (+9d) Vendor creates invoice (+19d) Record Invoice Receipt (handled by resource user_004) (+6d) Remove Payment Block (handled by resource user_006) (+1d) Clear Invoice (handled by resource user_002) (+78d) Clear Invoice (handled by resource user_002) (+1m) Cancel Invoice Receipt (handled by resource batch_01) (+105d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1509,Create Purchase Order Item (handled by resource user_216) Vendor creates invoice (+22d) Record Goods Receipt (handled by resource batch_02) (+1d) Vendor creates invoice (+19d) Record Invoice Receipt (handled by resource user_019) (+38d) Remove Payment Block (handled by resource user_015) (+3d) Clear Invoice (handled by resource user_002) (+24d) Clear Invoice (handled by resource user_002) (+1m) Rework observed: Clear Invoice was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1510,Change Approval for Purchase Order (handled by resource user_243) Vendor creates invoice (+16d) Create Purchase Order Item (handled by resource user_064) (+11h) Release Purchase Order (handled by resource user_064) Change Approval for Purchase Order (handled by resource user_243) (+11m) Record Goods Receipt (handled by resource user_030) (+15m) Record Invoice Receipt (handled by resource user_008) (+9d) Clear Invoice (handled by resource user_002) (+71d) Rework observed: Change Approval for Purchase Order was repeated (seen in 3 cases).
V1511,Create Purchase Order Item (handled by resource batch_02) Record Goods Receipt (handled by resource batch_02) Record Goods Receipt (handled by resource batch_02) Record Goods Receipt (handled by resource batch_02) Record Goods Receipt (handled by resource batch_02) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1512,Create Purchase Order Item (handled by resource user_057) Vendor creates invoice (+16d) Record Invoice Receipt (handled by resource user_006) (+4d) Change Delivery Indicator (handled by resource user_057) (+18d) Remove Payment Block (handled by resource user_006) (+8d) Vendor creates debit memo (+12d) Cancel Invoice Receipt (handled by resource user_013) (+5d) Clear Invoice (handled by resource user_205) (+3d) Clear Invoice (handled by resource user_002) (+70d) Rework observed: Clear Invoice was repeated (seen in 3 cases).
V1513,Create Purchase Order Item (handled by resource user_089) Vendor creates invoice (+24d) Record Goods Receipt (handled by resource batch_03) (+4d) Record Invoice Receipt (handled by resource user_012) (+2d) Vendor creates debit memo (+1d) Remove Payment Block (handled by resource user_006) (+41d) Cancel Subsequent Invoice (handled by resource user_004) (+13m) Clear Invoice (handled by resource user_002) (+1d)
V1514,Create Purchase Order Item (handled by resource batch_10) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_10) Record Service Entry Sheet (+1m) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_10) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1515,Create Purchase Order Item (handled by resource user_121) Record Goods Receipt (handled by resource user_190) (+5d) Vendor creates invoice (+16h) Cancel Goods Receipt (handled by resource user_127) (+2d) Record Goods Receipt (handled by resource user_190) (+6h) Record Invoice Receipt (handled by resource user_012) (+2d) Remove Payment Block (handled by resource user_015) (+6d) Clear Invoice (handled by resource user_002) (+65d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases).
V1516,Create Purchase Order Item (handled by resource user_045) Vendor creates invoice (+26d) Record Invoice Receipt (handled by resource user_013) (+13h) Record Goods Receipt (handled by resource user_269) (+3d) Record Goods Receipt (handled by resource user_269) (+2m) Record Goods Receipt (handled by resource user_269) (+2m) Record Goods Receipt (handled by resource user_269) (+1m) Record Goods Receipt (handled by resource user_269) (+2m) Record Goods Receipt (handled by resource user_269) (+3m) Record Goods Receipt (handled by resource user_269) (+5m) Record Goods Receipt (handled by resource user_269) (+2m) Record Goods Receipt (handled by resource user_269) (+3m) Record Goods Receipt (handled by resource user_269) (+3m) Remove Payment Block (handled by resource batch_02) (+15h) Clear Invoice (handled by resource user_002) (+19d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases).
V1517,Create Purchase Order Item (handled by resource user_066) Vendor creates invoice (+7d) Record Goods Receipt (handled by resource user_053) (+10h) Record Invoice Receipt (handled by resource user_250) (+2d) Record Invoice Receipt (handled by resource user_250) (+1m) Remove Payment Block (handled by resource user_006) (+4d) Remove Payment Block (handled by resource user_006) (+10d) Clear Invoice (handled by resource user_002) (+61d) Cancel Invoice Receipt (handled by resource user_073) (+210d) Rework observed: Record Invoice Receipt was repeated (seen in 3 cases); Remove Payment Block was repeated (seen in 3 cases).
V1518,Create Purchase Order Item (handled by resource batch_10) Record Goods Receipt (handled by resource batch_10) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet (+1m) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_10) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1519,Create Purchase Order Item (handled by resource user_084) Vendor creates invoice (+42d) Record Goods Receipt (handled by resource batch_03) (+15h) Record Invoice Receipt (handled by resource batch_00) (+48m) Change Quantity (handled by resource user_084) (+5h) Change Price (handled by resource user_071) (+34d) Remove Payment Block (handled by resource user_006) (+3h) Clear Invoice (handled by resource user_002) (+42d)
V1520,Create Purchase Order Item (handled by resource user_105) Record Goods Receipt (handled by resource user_077) (+20d) Record Goods Receipt (handled by resource user_077) (+5h) Cancel Goods Receipt (handled by resource user_193) (+34d) Change Delivery Indicator (handled by resource user_066) (+9d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases).
V1521,Create Purchase Order Item (handled by resource user_164) Change Quantity (handled by resource user_164) (+15d) Vendor creates invoice (+6d) Change Quantity (handled by resource user_164) (+2d) Record Goods Receipt (handled by resource batch_12) (+4m) Record Invoice Receipt (handled by resource user_001) (+55d) Clear Invoice (handled by resource user_002) (+16d) Record Invoice Receipt (handled by resource user_073) (+147d) Rework observed: Change Quantity was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1522,Create Purchase Order Item (handled by resource user_085) Record Goods Receipt (handled by resource user_127) (+40d) Record Goods Receipt (handled by resource user_127) (+23h) Vendor creates invoice (+1d) Record Invoice Receipt (handled by resource batch_00) (+3d) Record Invoice Receipt (handled by resource batch_00) (+1m) Change Price (handled by resource user_081) (+3d) Remove Payment Block (handled by resource user_006) (+1h) Clear Invoice (handled by resource user_002) (+41d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1523,Create Purchase Order Item (handled by resource user_177) Record Goods Receipt (handled by resource batch_03) (+4d) Vendor creates invoice (+12h) Record Invoice Receipt (handled by resource user_019) (+17h) Vendor creates invoice (+13d) Record Invoice Receipt (handled by resource user_019) (+13d) Clear Invoice (handled by resource user_002) (+52d) Remove Payment Block (handled by resource user_015) (+35d) Clear Invoice (handled by resource user_002) (+7d) Cancel Invoice Receipt (handled by resource batch_01) (+125d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1524,Create Purchase Order Item (handled by resource user_066) Record Goods Receipt (handled by resource user_104) (+37d) Record Goods Receipt (handled by resource user_106) (+3m) Cancel Goods Receipt (handled by resource user_106) (+1h) Record Goods Receipt (handled by resource user_104) (+14d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases).
V1525,Create Purchase Order Item (handled by resource user_164) Vendor creates invoice (+21d) Vendor creates debit memo Record Goods Receipt (handled by resource batch_12) (+12h) Record Invoice Receipt (handled by resource user_013) (+4d) Cancel Invoice Receipt (handled by resource user_004) (+20h) Clear Invoice (handled by resource user_004) (+1m) Vendor creates invoice (+14h) Record Invoice Receipt (handled by resource user_013) (+16d) Clear Invoice (handled by resource user_002) (+6d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1526,Create Purchase Order Item (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Goods Receipt (handled by resource batch_06) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_06) (+1m) Record Service Entry Sheet Vendor creates invoice (+22d) Record Invoice Receipt (handled by resource user_007) (+16d) Set Payment Block (handled by resource user_118) (+19d) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1527,Create Purchase Order Item (handled by resource user_370) Vendor creates invoice (+43d) Record Goods Receipt (handled by resource user_104) (+3d) Record Invoice Receipt (handled by resource user_020) (+6h) Change Price (handled by resource user_071) (+20h) Change Price (handled by resource user_071) (+2m) Remove Payment Block (handled by resource batch_00) Clear Invoice (handled by resource user_002) (+58d) Rework observed: Change Price was repeated (seen in 3 cases).
V1528,Create Purchase Order Item (handled by resource user_054) Record Goods Receipt (handled by resource user_137) (+10d) Change Price (handled by resource user_054) (+12d) Vendor creates debit memo (+8d) Vendor creates invoice Record Invoice Receipt (handled by resource user_012) (+12h) Cancel Subsequent Invoice (handled by resource user_013) (+13d) Clear Invoice (handled by resource user_002) (+71d)
V1529,Create Purchase Order Item (handled by resource user_052) Delete Purchase Order Item (handled by resource user_215) (+19h) Reactivate Purchase Order Item (handled by resource user_215) (+2d) Change Quantity (handled by resource user_215) Vendor creates invoice (+4d) Record Invoice Receipt (handled by resource batch_00) (+3d) Record Goods Receipt (handled by resource user_104) (+5d) Remove Payment Block (handled by resource user_006) (+61d) Clear Invoice (handled by resource user_002) (+10d)
V1530,Create Purchase Order Item (handled by resource user_045) Vendor creates invoice (+6d) Record Invoice Receipt (handled by resource user_012) (+15h) Record Goods Receipt (handled by resource user_050) (+2d) Remove Payment Block (handled by resource batch_02) (+17h) Clear Invoice (handled by resource user_002) (+26d) Change Quantity (handled by resource user_045) (+55d)
V1531,Create Purchase Order Item (handled by resource user_052) Vendor creates invoice (+15d) Vendor creates debit memo Record Goods Receipt (handled by resource user_104) (+7d) Record Invoice Receipt (handled by resource user_006) (+3d) Clear Invoice (handled by resource user_002) (+61d) Cancel Invoice Receipt (handled by resource user_001) (+70d) Record Invoice Receipt (handled by resource user_001) (+3m) Clear Invoice (handled by resource user_001) (+1m) Remove Payment Block (handled by resource user_023) (+6d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1532,Vendor creates invoice Create Purchase Order Item (handled by resource user_042) (+2d) Record Goods Receipt (handled by resource user_029) (+3d) Vendor creates invoice (+17h) Record Invoice Receipt (handled by resource user_019) (+35d) Clear Invoice (handled by resource user_002) (+17d) Record Invoice Receipt (handled by resource user_020) (+5d) Remove Payment Block (handled by resource user_015) (+2d) Clear Invoice (handled by resource user_002) (+4h) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
V1533,Create Purchase Order Item (handled by resource batch_10) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_10) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet (+2m) Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Service Entry Sheet Record Goods Receipt (handled by resource batch_10) Rework observed: Record Goods Receipt was repeated (seen in 3 cases); Record Service Entry Sheet was repeated (seen in 3 cases).
V1534,Create Purchase Order Item (handled by resource user_045) Vendor creates invoice (+10d) Record Goods Receipt (handled by resource user_048) (+4d) Record Goods Receipt (handled by resource user_048) (+1m) Record Goods Receipt (handled by resource user_048) (+10m) Record Goods Receipt (handled by resource user_049) (+15h) Record Invoice Receipt (handled by resource user_001) (+8d) Vendor creates debit memo (+26d) Cancel Subsequent Invoice (handled by resource user_015) (+6d) Remove Payment Block (handled by resource batch_02) (+16h) Clear Invoice (handled by resource user_002) (+2d) Clear Invoice (handled by resource user_002) (+49d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases).
V1535,Create Purchase Order Item (handled by resource user_068) Record Goods Receipt (handled by resource user_133) (+15d) Cancel Goods Receipt (handled by resource user_133) (+34m) Record Goods Receipt (handled by resource user_133) (+3m) Cancel Goods Receipt (handled by resource user_133) Record Goods Receipt (handled by resource user_133) (+3m) Vendor creates invoice (+11h) Record Invoice Receipt (handled by resource batch_00) (+5d) Clear Invoice (handled by resource user_002) (+76d) Rework observed: Cancel Goods Receipt was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases).
V1536,Create Purchase Order Item (handled by resource user_052) Vendor creates debit memo (+14d) Vendor creates invoice Record Goods Receipt (handled by resource user_104) (+7d) Record Invoice Receipt (handled by resource user_006) (+3d) Clear Invoice (handled by resource user_002) (+61d) Cancel Invoice Receipt (handled by resource user_001) (+70d) Record Invoice Receipt (handled by resource user_001) (+3m) Clear Invoice (handled by resource user_001) (+1m) Remove Payment Block (handled by resource user_023) (+6d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases).
V1537,Create Purchase Order Item (handled by resource user_147) Record Goods Receipt (handled by resource batch_06) (+14d) Vendor creates invoice (+9h) Vendor creates invoice (+4d) Record Goods Receipt (handled by resource batch_06) (+8h) Record Invoice Receipt (handled by resource user_001) (+3d) Remove Payment Block (handled by resource user_006) (+11d) Record Invoice Receipt (handled by resource user_013) (+31d) Clear Invoice (handled by resource user_002) (+20d) Remove Payment Block (handled by resource user_006) (+11d) Clear Invoice (handled by resource user_002) (+2d) Rework observed: Clear Invoice was repeated (seen in 3 cases); Record Goods Receipt was repeated (seen in 3 cases); Record Invoice Receipt was repeated (seen in 3 cases); Remove Payment Block was repeated (seen in 3 cases); Vendor creates invoice was repeated (seen in 3 cases).
